title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Python 老师,长沙,python,学历不限,经验不限,"[""Python"", ""C/C++"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[2000, 3000]",0薪,无,招聘者,王女士,0,湖南百变教育科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,未融资,"[0, 20]",https://www.zhipin.com/job_detail/10b587cb738e6a0e1Xx-3d6-GVdQ.html?lid=2EBrPJKH75C.search.2&securityId=P4SnMi0Nx2yf4-912Q6vUgcu5d1yX-FEjJuGo-8a3QlEOIoD9D54d-TeHJFwu-B5CFDW5QwbWR3UBWaYOII6hmWWqlEao2afaUxPhUSj-w0KVc9dGgJh&sessionId=,https://www.zhipin.com/gongsi/cb9c7570961076e81XZy3dW0Flc~.html,开福区
Python 全栈,深圳,python,本科,1-3年,"[""Python"", ""\u91d1\u878d""]","[20000, 30000]",0薪,无,人事经理,谢女士,0,凝基(上海),"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机硬件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/86390fe85632236b1nJ_0tu_FFJX.html?lid=2EBrPJKH75C.search.3&securityId=Mj_YLPiOLJTGp-G1-ytqKJlgjG02MTcxI2GWGrKXexgfDIoKAghiirjdS-78MFQwndrD-j2fqPz43wPc4QUtWnrH6IL2ac63k_OfjgdBmBXg0BFgHRZE&sessionId=,https://www.zhipin.com/gongsi/18858b3cd8c4a9e01nV_2N69FFA~.html,福田区
Python 工程师,郑州,python,本科,3-5年,"[""\u6570\u636e\u5f00\u53d1"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[6000, 11000]",13薪,"[""\u9910\u8865"", ""\u4ea4\u901a\u8865\u52a9"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5168\u52e4\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u5458\u5de5\u65c5\u6e38""]",HR,王女士,0,讯鸟科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210624/2659e671e22b07a91f76c49b7f023a13b5341b09d3821b3cd1c88684b2bfaf4f.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/15b994224b4c0b061XB639q-F1pT.html?lid=2EBrPJKH75C.search.4&securityId=W7mTmCaOMRFGg-31IIEbx4svjzbioy5Anrk1XNspEwBbhLE3SpOS0w8CbVVuPZPfcgAUS6oG31OKxXf95B7_4spIrSQFNI84ABh9ft5cXaHXq7dAZtg~&sessionId=,https://www.zhipin.com/gongsi/ff78ddaa17c4c9141nN-0964FlU~.html,中原区
编程 c++ python,深圳,python,本科,在校/应届,"[""C++"", ""Java"", ""Python""]","[8000, 12000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5168\u52e4\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u8282\u65e5\u798f\u5229"", ""\u5e26\u85aa\u5e74\u5047""]",老师,余女士,0,网企科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20190517/7b2a6f03f1f448eac56600420d4fad3253efe99c16328e694c72719415d86e1f.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,C轮,"[100, 499]",https://www.zhipin.com/job_detail/ca173fe14ba361981nZz2di-GFFX.html?lid=2EBrPJKH75C.search.5&securityId=l4nbBN_kE5tEW-R1dmNvQTn38syWgApcni3yLn_sZDLH-KtskI5Y_8dYtuLvLwP4_TvrHr0Sad3pdw5p6k1KTuv9-5sNMqjOlu3ZbFSuL7PuyqocZg~~&sessionId=,https://www.zhipin.com/gongsi/6cf359dab73e5df31HV52Nm7Ew~~.html,南山区
Python C++开发,淄博,python,本科,经验不限,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[3000, 5000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1""]",consultant,于女士,0,里丰科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230425/7bf6f160950405e983686a8e99ed853a7ac9a03750c744e52c27fb1d9b83e3f83345cc3ba7ab1eb7.jpg?x-oss-process=image/resize,w_100,limit_0",电力/热力/燃气/水利,未融资,"[20, 99]",https://www.zhipin.com/job_detail/0c8a1f8aeb623f4b1Xd93tS4GVRX.html?lid=2EBrPJKH75C.search.6&securityId=QDdK2GD0ib4GT-q1kTXTPQCCdLGKQ0hlG92npUy439LqEfi7FkF769E9Cb3RkNnc6kgvzRCG_ETw7Aj3dXP2bQF_Bg_-LKyRx2NUOZRHHviPRV9rUQ~~&sessionId=,https://www.zhipin.com/gongsi/567f1ccbcf02ea6a1XV62d21FVQ~.html,张店区
Python 开发工程师,长沙,python,本科,经验不限,"[""\u540e\u7aef"", ""Python""]","[15000, 30000]",14薪,"[""\u52a0\u73ed\u8865\u52a9"", ""\u4e94\u9669\u4e00\u91d1"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u80a1\u7968\u671f\u6743"", ""\u9910\u8865"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5b9a\u671f\u4f53\u68c0""]",HR,左先生,0,华为,"https://img.bosszhipin.com/beijin/upload/com/logo/20200429/8f64c9d0b30a53c434b26799ca78966cec9b49ecaf1604cb263748f03d5c2b0f.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/1ba5ccb9535a8bef1XB80t20EVNX.html?lid=2EBrPJKH75C.search.7&securityId=vBmx7zyeiW9It-e146_-HRaFVhfbvL8K9PcrRExDpb1se65x7tTQvfuWvuh7AnlNDcwGNNWK7QMRSwtUsPLgK_s0dkcqzvCV89_7uGG-_0QTPOY~&sessionId=,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html,岳麓区
python 中级研发,北京,python,本科,经验不限,"[""Python"", ""Flask"", ""Django"", ""MySQL"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c""]","[15000, 25000]",0薪,"[""\u56e2\u5efa\u805a\u9910"", ""\u7ee9\u6548\u5956\u91d1"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u9910\u8865"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743""]",招聘主管,李先生,0,雾旗科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",信息安全,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/8097c85c828db8741HF73tS5ElpQ.html?lid=2EBrPJKH75C.search.8&securityId=SvhDf8AruDwqL-41Ihegfc0at2BpZUMuuwtugd3S7R5xo-jyvV5Jv__YNbiqNdjeEXktxJJ9ACXKrLeQxYHsPzUlnLtC7cNlxXXudXGulhM18N_yE3pkSowdOgF4pbAQtkwUqw3phoLjtMEgN-LJAqw~&sessionId=,https://www.zhipin.com/gongsi/d76fd072776d1fa71HB52N2-FlY~.html,海淀区
python 教师,株洲,python,大专,经验不限,"[""\u4eba\u5de5\u667a\u80fd"", ""\u52a8\u753b\u52a8\u6f2b"", ""\u673a\u5668\u4eba""]","[5000, 8000]",0薪,"[""\u80a1\u7968\u671f\u6743"", ""\u4f4f\u623f\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5168\u52e4\u5956"", ""\u8282\u65e5\u798f\u5229"", ""\u4e94\u9669\u4e00\u91d1""]",教学主管,丁女士,0,株洲昕芒,"https://img.bosszhipin.com/beijin/upload/com/logo/20190908/cae16aeb72edc47bf31702aaa7ba7924c691727ff0829634fe55e4ee398292f5.jpg?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/fbb915ea8f21cd4b1nZ93dm6FlRQ.html?lid=2EBrPJKH75C.search.9&securityId=8knGOUXZJpN2O-c1TZhUS6wbiWdx6UkvqnWatEiQCQX2OSXa6fAApucJdzn0Dh5Pko8GnI-MvmAqeh0oGPiG3YuDoJ0SxIxOKyqy88Dt-cpkPpmLWjI~&sessionId=,https://www.zhipin.com/gongsi/68e3db4bad8b900b0nN80tq6FQ~~.html,天元区
python 后端/算法工程师,杭州,python,本科,1-3年,"[""\u540e\u7aef"", ""\u673a\u5668\u5b66\u4e60/\u7b97\u6cd5\u5de5\u7a0b"", ""Python""]","[12000, 24000]",0薪,"[""\u7ee9\u6548\u5956\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1""]",ceo,崔先生,0,硅基未来,"https://img.bosszhipin.com/beijin/upload/com/logo/20230424/7b5b554d84f9729c245f3777b9c4de8671427eb2d5cb5bee58b391685fd61b7d36ae732a06573d02.png?x-oss-process=image/resize,w_100,limit_0",人工智能,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/63dc1009bd3d152f1X1_092_EVZT.html?lid=2EBrPJKH75C.search.10&securityId=dbVAAUtb4qbl6-S1_TXDA_0sBv6yRVSaTLpxS2Zg9rqrYteKVASRPhSToM2dbCvybnzaMR5bNkOkN_IeKV_i34FDUo2j4YqkgXdiW_eNxifm7fVbuIw~&sessionId=,https://www.zhipin.com/gongsi/121afc226071be4b1XJ-09-1E1I~.html,西湖区
python 后端开发,武汉,python,学历不限,经验不限,"[""\u540e\u7aef"", ""Python""]","[10000, 15000]",0薪,"[""\u56e2\u5efa\u805a\u9910"", ""\u52a0\u73ed\u8865\u52a9"", ""\u610f\u5916\u9669"", ""\u4ea4\u901a\u8865\u52a9"", ""\u751f\u65e5\u798f\u5229"", ""\u7ed3\u5a5a\u751f\u5b50\u793c\u91d1"", ""\u5458\u5de5\u65c5\u6e38"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4e94\u9669\u4e00\u91d1"", ""\u901a\u8baf\u8865\u8d34"", ""\u5168\u52e4\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u8d85\u957f\u5e74\u504715\u5929"", ""\u514d\u8d39\u6587\u5316\u886b"", ""\u5e74\u7ec8\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229""]",人力经理,李女士,0,极验,"https://img.bosszhipin.com/beijin/mcs/bar/20191216/88ad1ead57d84dc1876bc2c98022e2debe1bd4a3bd2a63f070bdbdada9aad826.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,B轮,"[100, 499]",https://www.zhipin.com/job_detail/5e1d7d9c4f72c9b71HR-3t--GVRW.html?lid=2EBrPJKH75C.search.11&securityId=ZppxB5epI9IVI-H1hPEhEyV6h2O5YilOsBN00ihvBIP1Uxz0-v0smgAmGabsp2LVThOA1wYd-TtocpoRcXzlkx4pDvFY5sSdLaadSq3Mb3GeTnK0&sessionId=,https://www.zhipin.com/gongsi/726e816390f84c021XB_3dU~.html,硚口区
python 工程师,北京,python,本科,1-3年,"[""python""]","[8000, 13000]",0薪,无,HR,谢先生,0,MISSHOP,"https://img.bosszhipin.com/beijin/mcs/banner/20180310/0f2ef5140160425fd989d87ead17cc9d33d208e8d6fc287973c46e5cb5346f06.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/737749914db2c6221XV53ti9EVtT.html?lid=2EBrPJKH75C.search.12&securityId=7mKwNnVieU0Ev-U1FLW_lh_QfPQI4qO1tAnvQNARmt8doCP9ePs7v9d8q_mKkwd01AbreD9c7cSU34aANy0LsassHYuOJEZkCWisw3URgN2vn9DGxOVk&sessionId=,https://www.zhipin.com/gongsi/4812215901607f1b1nBy2Nu9GFM~.html,海淀区
Python 、Java、Go 中级工程师,北京,python,本科,1-3年,"[""Java"", ""Python"", ""GO""]","[15000, 22000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u901a\u8baf\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229""]",Python 工程师,张先生,0,Veritas,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20161019/a39c3fd75e95300a1616913c0c4188c0d72189bb62a4e392673328bb01e4072f.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/384c95ab825eac8603Z-29-9FlE~.html?lid=2EBrPJKH75C.search.13&securityId=YLwNFg3Q0fWZG-c1runyubZ4pNiAbMWi4n66lM_zqQ84b4PMmLbAEgQsMir_BdLTJ0eIk8gEhynfwWMYsRpJyt-p9g2L_zk85DdoZeaaV6UE-A~~&sessionId=,https://www.zhipin.com/gongsi/8a6dea8e3e856f371HV63ti9.html,海淀区
Python 开发工程师,北京,python,本科,1-3年,"[""NoSQL"", ""\u5927\u6570\u636e"", ""\u641c\u7d22\u5f15\u64ce\u6280\u672f"", ""MySQL"", ""\u4eba\u5de5\u667a\u80fd""]","[12000, 20000]",0薪,"[""\u80a1\u7968\u671f\u6743"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u9910\u8865"", ""\u4e94\u9669\u4e00\u91d1"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",招聘者,张先生,0,脉讯在线,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170719/9c67567ab8765153bf7fd615be33a7d23e2e26ad281f92431571d608502abd79.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,A轮,"[20, 99]",https://www.zhipin.com/job_detail/10f3f7132a47e8421nVz3dq1GVNQ.html?lid=2EBrPJKH75C.search.14&securityId=JEkd3JK92Tep--91phNdw9dveib8Yehik5yc1DWj_Z8dCSZahrevF8wjqULIW_dGLHP8Z91ZfmCTyBDFzQxJEiLcCcARTJm2JDj3zEhWLbyWog362A~~&sessionId=,https://www.zhipin.com/gongsi/5fea5775e8bdb28e33d629q1.html,海淀区
PYTHON 后端工程师,北京,python,本科,1-3年,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c""]","[15000, 25000]",15薪,"[""\u5de5\u9f84\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u52a0\u73ed\u8865\u52a9"", ""\u8282\u5047\u65e5\u52a0\u73ed\u8d39"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u80a1\u7968\u671f\u6743"", ""\u610f\u5916\u9669"", ""\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u7ee9\u6548\u5956\u91d1"", ""\u591c\u73ed\u8865\u52a9"", ""\u5e74\u7ec8\u5956"", ""\u4f01\u4e1a\u5e74\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u5168\u52e4\u5956""]",产品经理,申先生,0,万能青年,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230608/7bf6f160950405e928abfec66254fcdcfd527ae4bc56e67a3f9207f8f8e5cc7faba06be7843b2171.png?x-oss-process=image/resize,w_100,limit_0",游戏,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/75503086dc8d43b71X162d--FlRQ.html?lid=2EBrPJKH75C.search.15&securityId=nBuGzYsOey6ir-v1C3e_HrD7YQtj1AgLoZlztS5s9zWSKOxB6tHNkykJTAF-5Vth55UaEZicQ2vIENzl5TiVPeOKH4LBn-OPoziTZDUr4xOzd7Av_YuF&sessionId=,https://www.zhipin.com/gongsi/f159383770868f681XNy2d-6FlI~.html,朝阳区
Python WEB开发,上海,python,本科,1-3年,"[""Python"", ""Redis"", ""MySQL"", ""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u641c\u7d22\u5f15\u64ce\u6280\u672f"", """", """"]","[8000, 12000]",0薪,"[""\u4e94\u9669\u4e00\u91d1""]",经理,尹女士,0,麦开信息,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/0004f592ce1981ab1nZ709i5GVtT.html?lid=2EBrPJKH75C.search.16&securityId=KUzHvdJ92wEaC-l1kY7qbbifWrQZTLOYN0k8J2KIYIcktv75qKxL0mfc2kJsG-VEvOhK3enGhsdcTyK-782H_XEiI6nY0b7d2e6MRn3xqP036AdYYQ~~&sessionId=,https://www.zhipin.com/gongsi/0785f114b190ca941XNy2tm1Fg~~.html,徐汇区
Python 初级开发工程师,北京,python,大专,1-3年,"[""\u5bb9\u5668\u6280\u672f"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""Django"", ""Flask""]","[8000, 12000]",0薪,无,招聘者,宋先生,0,巨锝数据,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170822/a5611b32e32b7c11e0ad86df6794e8b8cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,未融资,"[0, 20]",https://www.zhipin.com/job_detail/94f163bc8bb032801XZ409W5EFdX.html?lid=2EBrPJKH75C.search.17&securityId=q0S13dun5lf5J-6101_l8LIrvPLbqpwL43W5FA6GQNNWSZ3lADfOz8yR2bRnioxiTdDVyrU2TIPmI5DT-T1wHk4b3VIKZlXwPpT778T7bOu7FUf8&sessionId=,https://www.zhipin.com/gongsi/328929e483102a6e3nN629i1.html,朝阳区
高级 Python 工程师,廊坊,python,本科,5-10年,"[""Python"", ""\u6d41\u7a0b\u81ea\u52a8\u5316"", ""RPA""]","[15000, 30000]",13薪,"[""\u8282\u65e5\u798f\u5229"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u4ea4\u901a\u8865\u52a9"", ""\u9910\u8865"", ""\u901a\u8baf\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4e94\u9669\u4e00\u91d1""]",IT赋能群架构师,张先生,0,新奥新智科技有限公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211105/7bf6f160950405e900a7e734cb0cf8f3045279f1534cb1592fb833eba78f8e72fe4ef698c9f218dc.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/adb4e0c000ca24e81nJ529S-FVdQ.html?lid=2EBrPJKH75C.search.18&securityId=v3riASnokIND2-d18S77JeQAzZpLN6VBT4d0_10xAnjtLxULQpTjxrE26eqAt7FL1m10pWo4jqSF9QMwtQjgibe0LouH3VUwZolTKgnI7O4YB87bqFE~&sessionId=,https://www.zhipin.com/gongsi/e960089658c6be041nxz292-GFo~.html,广阳区
PYTHON 开发工程师（企业内部系统）,北京,python,本科,经验不限,"[""\u540e\u7aef\u5f00\u53d1"", ""\u5168\u6808\u5f00\u53d1"", ""\u5bb9\u5668\u6280\u672f"", ""Django"", ""Flask"", ""Tornado"", """", """"]","[20000, 40000]",15薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u5e26\u85aa\u5e74\u5047"", ""\u514d\u8d39\u73ed\u8f66"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u6280\u672f\u6c1b\u56f4\u597d"", ""\u4f4f\u623f\u8865\u8d34"", ""\u9910\u8865"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",质量管理/测试,李先生,0,Aibee,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180410/4f0d9f654f5ed0621e3b36005b7a7f46cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,B轮,"[500, 999]",https://www.zhipin.com/job_detail/299f41566784c1131nV43ty5EVtT.html?lid=2EBrPJKH75C.search.19&securityId=POJsut304Agnf-L12RsMgKs4_dsNbgXeL5ZDlsps6tokV2OG6zJ0iWby0LvsuFU9DP4gDRNh5lkyml_nD6y_UEyUoMDu_OutfQhVmZUxTuH4Wcfs&sessionId=,https://www.zhipin.com/gongsi/be81a722c98789f61nN-2ty0GA~~.html,海淀区
Python 开发工程师,上海,python,本科,3-5年,"[""Python"", ""Pandas"", ""Numpy"", ""Flask"", ""MySQL"", """"]","[15000, 23000]",14薪,"[""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u9910\u8865"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",CEO,陈先生,0,TacFinTech,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160926/6ec397a9221ada590836d344b02610759c62688ccb4b9f2d532c7b88d2987bb5.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[20, 99]",https://www.zhipin.com/job_detail/da0ba0187aa4e1011HF60tS1FlpT.html?lid=2EBrPJKH75C.search.20&securityId=KWuzeTz7UQ1JZ-c1ZYSyyv5LH2Liudo66iVav3muqPuTC8QMFHfXZWy6cdSP0Oa8a3JjleboA35_CmMQ30XyWO0GoC3cYwN9ZataY94rC4zLLHOH&sessionId=,https://www.zhipin.com/gongsi/baf08eba6d1b51f81HFy2t27.html,浦东新区
Python web 开发工程师,上海,python,本科,3-5年,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u5168\u6808\u5f00\u53d1\u7ecf\u9a8c""]","[12000, 16000]",0薪,"[""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u4e94\u9669\u4e00\u91d1"", ""\u591c\u73ed\u8865\u52a9""]",招聘专员,李女士,0,车艺尚,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180403/63ed94d3c0d30498845abaca2ccb793719955329a2e870fbe32d816500951e3a.jpg?x-oss-process=image/resize,w_100,limit_0",汽车后市场,未融资,"[100, 499]",https://www.zhipin.com/job_detail/0a0716448978609d1XJy3dW5EVRW.html?lid=2EBrPJKH75C.search.21&securityId=sLwqfQiVqmrK--61DPSl_MwCJdpLb4jtYuX1QU2zrtfogOODsSGoabui_YFAJaPf_hHEsy_JMdTiosccA7pHUW4PHL7hiC-f-s4NjPX0dwNvs7l_4g~~&sessionId=,https://www.zhipin.com/gongsi/6be4ce21688d241b1nN709q6GQ~~.html,浦东新区
Python Web 开发工程师,北京,python,本科,3-5年,"[""\u540e\u7aef"", ""Python"", ""Golang"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", """"]","[15000, 25000]",0薪,无,HR,刘女士,0,华医科睿,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗健康,未融资,"[20, 99]",https://www.zhipin.com/job_detail/283a354557e82d951HRz39u_GVNU.html?lid=2EBrPJKH75C.search.22&securityId=FqWF4S7MivuYF-j147WIdFif2DbYYBv6Dd0SUjWURNTy9QfOWaT3p_BPgKvvjT95A2iNTwDdU3GVhJrASBOWfZ_daObF-ianijasVB1kTMeRfzLD2lo~&sessionId=,https://www.zhipin.com/gongsi/524ee82b12439b501X1z39W6FVo~.html,海淀区
